comercializador,nome,tipo,segmento,faturacao,pagamento,opcao_horaria_e_ciclo,potencia_kva,preco_potencia_dia,formula_calculo,tar_incluida_energia,tar_incluida_potencia,financiamento_tse_incluido,desconto_fatura_mes,desconto_meses_limite,site_adesao,notas
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,1.15,0.2082,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,2.3,0.3095,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,3.45,0.4273,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,4.6,0.5355,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,5.75,0.6314,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,6.9,0.7655,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,10.35,1.0435,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,13.8,1.3242,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,17.25,1.6023,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,20.7,1.9186,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,3.45,0.4273,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,4.6,0.5355,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,5.75,0.6314,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,6.9,0.7655,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,10.35,1.0435,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,13.8,1.3242,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,17.25,1.6023,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,20.7,1.9186,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,3.45,0.4273,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,4.6,0.5355,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,5.75,0.6314,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,6.9,0.7655,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,10.35,1.0435,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,13.8,1.3242,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,17.25,1.6023,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,20.7,1.9186,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,3.45,0.4273,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,4.6,0.5355,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,5.75,0.6314,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,6.9,0.7655,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,10.35,1.0435,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,13.8,1.3242,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,17.25,1.6023,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,20.7,1.9186,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,27.6,2.5016,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,34.5,3.0397,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,41.4,3.5777,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,3.45,0.4273,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,4.6,0.5355,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,5.75,0.6314,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,6.9,0.7655,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,10.35,1.0435,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,13.8,1.3242,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,17.25,1.6023,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,20.7,1.9186,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,27.6,2.5016,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,34.5,3.0397,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Alfa Energia,Alfa Energia - ALFA POWER INDEX BTN,Indexado quarto-horário,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,41.4,3.5777,((OMIE/1000+Alfa_CGS)*PERDAS+Alfa_K)*Perfil_BTN,False,True,False,,,https://www.alfaenergia.pt/adesao,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,1.15,0.0787,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,2.3,0.1359,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,3.45,0.1942525,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,4.6,0.2521985,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,5.75,0.309929,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,6.9,0.3679865,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,10.35,0.544275,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,13.8,0.725705,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,17.25,0.9008105,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Simples,20.7,1.0771,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,1.15,0.0787,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,2.3,0.1359,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,3.45,0.1942525,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,4.6,0.2521985,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,5.75,0.309929,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,6.9,0.3679865,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,10.35,0.544275,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,13.8,0.725705,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,17.25,0.9008105,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Diário,20.7,1.0771,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,1.15,0.0787,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,2.3,0.1359,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,3.45,0.1942525,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,4.6,0.2521985,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,5.75,0.309929,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,6.9,0.3679865,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,10.35,0.544275,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,13.8,0.725705,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,17.25,0.9008105,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,20.7,1.0771,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Tri-horário - Ciclo Diário,1.15,0.0787,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Tri-horário - Ciclo Diário,2.3,0.1359,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
Coopérnico,Coopérnico Base 2.0,Indexado quarto-horário,Doméstico e Não Doméstico,Fatura eletrónica,"Débito Direto, Multibanco",Tri-horário - Ciclo Diário,3.45,0.1942525,(OMIE/1000+Coop_CS_CR+Coop_K)*PERDAS*Perfil_BTN,False,True,False,,,https://www.coopernico.org/contratar,
