comercializador,nome,tipo,segmento,faturacao,pagamento,opcao_horaria_e_ciclo,potencia_kva,preco_potencia_dia,formula_calculo,tar_incluida_energia,tar_incluida_potencia,financiamento_tse_incluido,desconto_fatura_mes,desconto_meses_limite,site_adesao,notas
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,20.7,1.1109,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,27.6,1.4048,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,34.5,1.736,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,41.4,2.0672,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,1.15,0.1373,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,2.3,0.1945,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,3.45,0.2518,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,4.6,0.3091,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,5.75,0.3664,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,6.9,0.4236,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,10.35,0.5954,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,13.8,0.7672,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,17.25,0.9391,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,20.7,1.1109,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,27.6,1.4048,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,34.5,1.736,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
G9 Energy,G9 - Smart Index (Empresarial),Indexado Média,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,41.4,2.0672,(OMIE/1000*G9_FA*PERDAS+G9_CGS+G9_AC),False,True,False,,,https://g9.pt/energia/,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,1.15,0.1613,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,2.3,0.2153,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,3.45,0.238,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,4.6,0.3041,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,5.75,0.3728,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,6.9,0.4743,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,10.35,0.6732,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,13.8,0.8833,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,17.25,1.0844,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,20.7,1.2957,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,1.15,0.1613,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,2.3,0.2153,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,3.45,0.238,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,4.6,0.3041,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,5.75,0.3728,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,6.9,0.4743,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,10.35,0.6732,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,13.8,0.8833,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,17.25,1.0844,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,20.7,1.2957,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,1.15,0.1613,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,2.3,0.2153,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,3.45,0.238,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,4.6,0.3041,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,5.75,0.3728,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,6.9,0.4743,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,10.35,0.6732,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,13.8,0.8833,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,17.25,1.0844,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,20.7,1.2957,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,1.15,0.1613,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,2.3,0.2153,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,3.45,0.238,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,4.6,0.3041,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,5.75,0.3728,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,6.9,0.4743,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,10.35,0.6732,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,13.8,0.8833,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,17.25,1.0844,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,20.7,1.2957,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,27.6,1.6937,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,34.5,2.1072,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,41.4,2.5209,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,1.15,0.1613,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,2.3,0.2153,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,3.45,0.238,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,4.6,0.3041,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,5.75,0.3728,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,6.9,0.4743,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,10.35,0.6732,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,13.8,0.8833,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,17.25,1.0844,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,20.7,1.2957,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,27.6,1.6937,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,34.5,2.1072,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Galp,Galp - Plano Flexível / Dinâmico,Indexado quarto-horário,Doméstico,Fatura eletrónica,"Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,41.4,2.5209,(OMIE/1000+Galp_Ci)*PERDAS*Perfil_BTN,False,True,True,,,https://casa.galp.pt/planos-eletricidade-e-gas/flexivel,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,1.15,0.1823,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,2.3,0.2395,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,3.45,0.2968,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,4.6,0.3541,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,5.75,0.4114,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,6.9,0.4686,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,10.35,0.6404,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,13.8,0.8122,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,17.25,0.9841,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
Goldenergy,Goldenergy - Tarifário Indexado 100%,Indexado Média,Doméstico,Fatura eletrónica,Débito Direto,Simples,20.7,1.1559,OMIE/1000*Perdas_GE+GE_Q_Tarifa+GE_CG,False,True,False,,,https://goldenergy.pt/blog/poupanca/energia-indexada/,
